Year,Brand,Model,Title,Mile,Price,Transmition,EXT_COLOR,INT_COLOR,Derivtrain,zipcode,log_price
2020,Chevrolet,Trax LS,NEW,0,17926.0,Automatic,Silver,Black,FWD,99115,9.794007451917308
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,89107,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,17918.0,Automatic,White,Black,FWD,99115,9.793561073157523
2020,Chevrolet,Spark LS,NEW,0,14670.0,CVT,Blue,Black,FWD,99115,9.593559871137028
2020,Chevrolet,Trax LS,NEW,0,17783.0,Automatic,Black,Black,FWD,99115,9.785998223743661
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Silver,Black,FWD,99115,9.628721705350893
2020,Chevrolet,Spark LS,NEW,0,16295.0,CVT,Gray,Black,FWD,99115,9.698613591271663
2020,Chevrolet,Spark LS,NEW,0,13624.0,CVT,Silver,Black,FWD,99115,9.519588222342524
2020,Chevrolet,Trax LS,NEW,0,16403.0,Automatic,Gray,Black,FWD,89107,9.705219523912486
2020,Chevrolet,Sonic LT,NEW,0,19064.0,Automatic,Gray,Black,FWD,99115,9.855557018778578
2016,Chevrolet,City Express 1LT,USED,46935,10990.0,CVT,White,Gray,FWD,99115,9.304741047397666
2020,Chevrolet,Trax LS,NEW,0,16347.0,Automatic,Gray,Black,FWD,89107,9.701799673251209
2020,Chevrolet,Trax LS,NEW,0,16529.0,Automatic,Gray,Black,FWD,89107,9.712871692917354
2020,Chevrolet,Spark LS,NEW,0,12784.0,CVT,Blue,Black,FWD,92521,9.455949668006056
2020,Chevrolet,Trax LS,NEW,0,16821.0,Automatic,Gray,Black,FWD,89107,9.730383384791782
2020,Chevrolet,Spark LS,NEW,0,12784.0,CVT,Blue,Black,FWD,92521,9.455949668006056
2020,Chevrolet,Spark LS,NEW,0,12784.0,CVT,Blue,Black,FWD,92521,9.455949668006056
2018,Chevrolet,Impala 1LT,USED,31701,12899.0,Automatic,Blue,Black,FWD,92521,9.464905067965136
2020,Chevrolet,Trax LS,NEW,0,16347.0,Automatic,Gray,Black,FWD,89107,9.701799673251209
2020,Chevrolet,Spark LS,NEW,0,13895.0,CVT,Beige,Other,FWD,99115,9.539284342176604
2020,Chevrolet,Trax LS,NEW,0,21978.0,Automatic,White,Other,FWD,99115,9.997797232006869
2020,Chevrolet,Trax LS,NEW,0,18013.0,Automatic,White,Black,FWD,99115,9.798848998423558
2020,Chevrolet,Spark LS,NEW,0,10832.0,CVT,Orange,Black,FWD,99115,9.290259995152056
2020,Chevrolet,Trax LS,NEW,0,16954.0,Automatic,Silver,Black,FWD,99115,9.73825907316835
2020,Chevrolet,Spark LS,NEW,0,11694.0,CVT,Silver,Black,FWD,99115,9.366831168735615
2020,Chevrolet,Malibu RS,NEW,0,21947.0,Automatic,Black,Black,FWD,99115,9.996385734902859
2020,Chevrolet,Malibu RS,NEW,0,21947.0,Automatic,Silver,Black,FWD,99115,9.996385734902859
2020,Chevrolet,Spark 1LT,NEW,0,15785.0,CVT,Orange,Black,FWD,99115,9.666815400992093
2020,Chevrolet,Trax LS,NEW,0,17634.0,Automatic,White,Black,FWD,99115,9.777584135646972
2020,Chevrolet,Trax LS,NEW,0,17211.0,Automatic,Gray,Black,FWD,99115,9.75330399326998
2020,Chevrolet,Trax LS,NEW,0,19080.0,Automatic,Silver,Black,FWD,99115,9.856395945002278
2020,Chevrolet,Spark LS,NEW,0,13882.0,CVT,Orange,Black,FWD,92521,9.53834831589953
2020,Chevrolet,Spark LS,NEW,0,11599.0,Automatic,White,Black,FWD,92521,9.358674166481876
2020,Chevrolet,Trax LT,NEW,0,24645.0,Automatic,White,Black,FWD,99115,10.112329319139478
2020,Chevrolet,Trax LS,NEW,0,16585.0,Automatic,Gray,Black,FWD,89107,9.716253951381153
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,99115,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,19189.0,Automatic,Gray,Black,FWD,99115,9.862092477169742
2020,Chevrolet,Trax LS,NEW,0,18988.0,Automatic,Gray,Black,AWD,99115,9.851562479671209
2020,Chevrolet,Spark LS,NEW,0,12122.0,Manual,Gray,Other,FWD,99115,9.402777262511231
2020,Chevrolet,Trax LS,NEW,0,18670.0,Automatic,Gray,Black,FWD,89107,9.834673236535767
2020,Chevrolet,Spark LS,NEW,0,14195.0,CVT,White,Black,FWD,92521,9.560645068907071
2020,Chevrolet,Trax LS,NEW,0,17923.0,Automatic,White,Black,FWD,89107,9.793840083231597
2020,Chevrolet,Spark 1LT,NEW,0,13948.0,CVT,Red,Black,FWD,99115,9.543091407795542
2020,Chevrolet,Trax LS,NEW,0,17053.0,Automatic,Black,Black,FWD,89107,9.744081420312915
2020,Chevrolet,Trax LS,NEW,0,15504.0,Automatic,White,Black,FWD,99115,9.648853334130548
2020,Chevrolet,Spark LS,NEW,0,10995.0,CVT,Black,Black,FWD,92521,9.305195902988862
2020,Chevrolet,Spark ACTIV,NEW,0,16198.0,CVT,Black,Black,FWD,92521,9.692643056808935
2020,Chevrolet,Trax LS,NEW,0,15504.0,Automatic,White,Black,FWD,99115,9.648853334130548
2020,Chevrolet,Spark LS,NEW,0,10995.0,CVT,Beige,Black,FWD,92521,9.305195902988862
2020,Chevrolet,Spark 1LT,NEW,0,14000.0,CVT,Silver,Black,FWD,89107,9.546812608597396
2020,Chevrolet,Trax LS,NEW,0,19761.0,Automatic,White,Gray,FWD,92521,9.891465577308802
2020,Chevrolet,Spark 1LT,NEW,0,14000.0,CVT,Silver,Black,FWD,89107,9.546812608597396
2020,Chevrolet,Trax LS,NEW,0,18651.0,Automatic,Black,Black,FWD,89107,9.833655042937448
2020,Chevrolet,Trax LS,NEW,0,19166.0,Automatic,White,Other,FWD,92521,9.860893154903707
2020,Chevrolet,Trax LS,NEW,0,19024.0,Automatic,Black,Black,FWD,89107,9.853456618930563
2020,Chevrolet,Trax LS,NEW,0,16529.0,Automatic,Gray,Black,FWD,89107,9.712871692917354
2020,Chevrolet,Spark LS,NEW,0,14345.0,CVT,Gray,Black,FWD,99115,9.571156728415465
2017,Chevrolet,Cruze LT,USED,54248,9500.0,Automatic,Blue,Black,FWD,99115,9.159047077588632
2020,Chevrolet,Trax LS,NEW,0,16878.0,Automatic,Gray,Black,FWD,89107,9.733766277717912
2020,Chevrolet,Spark 1LT,NEW,0,14822.0,CVT,Black,Black,FWD,99115,9.603867842511304
2020,Chevrolet,Spark LS,NEW,0,12210.0,Manual,White,Black,FWD,92521,9.41001056710475
2020,Chevrolet,Spark 1LT,NEW,0,13224.0,CVT,Red,Black,FWD,99115,9.48978863950086
2020,Chevrolet,Trax LS,NEW,0,15570.0,Automatic,Gray,Black,FWD,99115,9.653101264828043
2020,Chevrolet,Trax LS,NEW,0,18979.0,Automatic,Black,Black,FWD,99115,9.85108838373692
2020,Chevrolet,Spark LS,NEW,0,13906.0,CVT,Blue,Black,FWD,99115,9.540075680658964
2020,Chevrolet,Spark 1LT,NEW,0,15674.0,CVT,Blue,Black,FWD,99115,9.65975856761281
2020,Chevrolet,Trax LS,NEW,0,17881.0,Automatic,White,Other,FWD,89107,9.791493975575204
2020,Chevrolet,Spark LS,NEW,0,11959.0,CVT,Silver,Black,FWD,99115,9.389239411968807
2020,Chevrolet,Trax LS,NEW,0,18072.0,Automatic,Gray,Other,FWD,99115,9.80211905814784
2020,Chevrolet,Trax LS,NEW,0,18072.0,Automatic,Gray,Other,FWD,99115,9.80211905814784
2020,Chevrolet,Trax LS,NEW,0,18505.0,Automatic,Gray,Black,FWD,99115,9.825796244820257
2020,Chevrolet,Trax LS,NEW,0,18505.0,Automatic,Gray,Black,FWD,99115,9.825796244820257
2020,Chevrolet,Trax LS,NEW,0,18238.0,Automatic,Gray,Black,FWD,99115,9.81126260849361
2020,Chevrolet,Spark LS,NEW,0,13394.0,Automatic,White,Black,FWD,99115,9.502562124469996
2015,Chevrolet,Malibu 1LS,USED,21040,8995.0,Automatic,Black,Black,FWD,99115,9.104424146384634
2020,Chevrolet,Spark LT,NEW,0,15490.0,Automatic,Silver,Black,FWD,99115,9.647949933410914
2020,Chevrolet,Trax LS,NEW,0,19215.0,Automatic,Silver,Black,FWD,99115,9.863446502998944
2020,Chevrolet,Trax LS,NEW,0,16056.0,Automatic,Gray,Black,FWD,99115,9.683837890476173
2020,Chevrolet,Spark LS,NEW,0,13495.0,CVT,White,Black,FWD,92521,9.510074525452104
2020,Chevrolet,Spark LS,NEW,0,13496.0,CVT,Red,Black,FWD,99115,9.510148624225804
2020,Chevrolet,Spark 2LT,NEW,0,16982.0,CVT,Gray,Black,FWD,89107,9.739909238559308
2020,Chevrolet,Trax LS,NEW,0,21071.0,Automatic,White,Other,FWD,99115,9.955652966516807
2020,Chevrolet,Trax LS,NEW,0,18671.0,Automatic,White,Black,FWD,89107,9.834726796965336
2020,Chevrolet,Spark LS,NEW,0,13394.0,Automatic,Silver,Black,FWD,89107,9.502562124469996
2020,Chevrolet,Spark LS,NEW,0,14794.0,CVT,Black,Black,FWD,92521,9.601976972147813
2020,Chevrolet,Trax LS,NEW,0,17511.0,Automatic,Black,Black,FWD,89107,9.7705845338719
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,99115,9.628721705350893
2020,Chevrolet,Trax LT,NEW,0,20949.0,Automatic,White,Other,AWD,99115,9.949846191514146
2020,Chevrolet,Trax LS,NEW,0,20191.0,Automatic,White,Gray,FWD,99115,9.912992239550373
2020,Chevrolet,Malibu 1LS,NEW,0,20083.0,CVT,Gray,Beige,FWD,99115,9.907628965036679
2020,Chevrolet,Spark LS,NEW,0,15194.0,CVT,Red,Black,FWD,99115,9.628655892063167
2020,Chevrolet,Spark LS,NEW,0,15194.0,CVT,Red,Black,FWD,99115,9.628655892063167
2020,Chevrolet,Spark LS,NEW,0,15194.0,CVT,Red,Black,FWD,99115,9.628655892063167
2020,Chevrolet,Trax LS,NEW,0,18385.0,Automatic,White,Black,FWD,92521,9.819290393735372
2020,Chevrolet,Spark 1LT,NEW,0,16325.0,CVT,Red,Black,FWD,99115,9.700452954144632
2020,Chevrolet,Spark 1LT,NEW,0,16592.0,CVT,White,Black,FWD,99115,9.716675930469309
2020,Chevrolet,Trax LS,NEW,0,18798.0,Automatic,Black,Black,FWD,99115,9.841505760180247
2020,Chevrolet,Trax LS,NEW,0,19295.0,Automatic,White,Black,FWD,99115,9.867601273971719
2020,Chevrolet,Spark ACTIV,NEW,0,16872.0,CVT,Blue,Black,FWD,89107,9.733410722158611
2020,Chevrolet,Spark ACTIV,NEW,0,14324.0,CVT,Red,Black,FWD,99115,9.569691731118324
2020,Chevrolet,Spark LS,NEW,0,10995.0,CVT,Blue,Black,FWD,92521,9.305195902988862
2020,Chevrolet,Spark 1LT,NEW,0,13129.0,CVT,Red,Black,FWD,99115,9.48257880293411
2020,Chevrolet,Spark LS,NEW,0,11963.0,CVT,Black,Black,FWD,89107,9.389573832170905
2020,Chevrolet,Spark LS,NEW,0,10995.0,CVT,Black,Black,FWD,92521,9.305195902988862
2020,Chevrolet,Trax LS,NEW,0,18007.0,Automatic,Black,Black,FWD,99115,9.798515850169505
2020,Chevrolet,Trax LS,NEW,0,17965.0,Automatic,White,Black,FWD,89107,9.79618069954762
2020,Chevrolet,Trax LS,NEW,0,17634.0,Automatic,Silver,Black,FWD,99115,9.777584135646972
2020,Chevrolet,Trax LS,NEW,0,19761.0,Automatic,Gray,Black,FWD,92521,9.891465577308802
2020,Chevrolet,Trax LS,NEW,0,16265.0,Automatic,Gray,Black,FWD,99115,9.696770838907451
2020,Chevrolet,Trax LS,NEW,0,16265.0,Automatic,Gray,Black,FWD,99115,9.696770838907451
2020,Chevrolet,Trax LS,NEW,0,17980.0,Automatic,Gray,Black,FWD,92521,9.79701530802561
2020,Chevrolet,Trax LS,NEW,0,16314.0,Automatic,Gray,Black,FWD,99115,9.699778913860525
2020,Chevrolet,Trax LS,NEW,0,18916.0,Automatic,White,Black,FWD,99115,9.847763403763766
2020,Chevrolet,Spark LS,NEW,0,11408.0,CVT,Beige,Other,FWD,89107,9.342070142654077
2020,Chevrolet,Spark LS,NEW,0,12595.0,CVT,Beige,Black,FWD,89107,9.441055188786711
2020,Chevrolet,Spark LS,NEW,0,11675.0,CVT,Orange,Black,FWD,99115,9.365205082537098
2018,Chevrolet,Impala 1LT,USED,4466,14299.0,Automatic,Silver,Black,FWD,92521,9.567944883732848
2020,Chevrolet,Trax LS,NEW,0,18315.0,Automatic,White,Black,FWD,99115,9.815475675212914
2020,Chevrolet,Trax LS,NEW,0,18545.0,Automatic,White,Black,FWD,89107,9.827955489923692
2020,Chevrolet,Trax LS,NEW,0,19290.0,Automatic,Black,Black,FWD,99115,9.867342105899775
2018,Chevrolet,Traverse LT Cloth,USED,13554,21589.0,Automatic,Gray,Black,FWD,99115,9.979939204696459
2020,Chevrolet,Trax Premier,NEW,0,29525.0,Automatic,Red,Black,FWD,99115,10.292992641065563
2020,Chevrolet,Trax LS,NEW,0,17691.0,Automatic,Black,Black,FWD,89107,9.780811314668615
2020,Chevrolet,Bolt EV Premier,NEW,0,32873.0,Automatic,Red,Gray,FWD,99115,10.400406931127549
2020,Chevrolet,Trax LS,NEW,0,16881.0,Automatic,Gray,Black,FWD,92521,9.733944008101389
2020,Chevrolet,Trax LS,NEW,0,16052.0,Automatic,White,Other,FWD,89107,9.683588731386807
2020,Chevrolet,Trax LS,NEW,0,19415.0,Automatic,Black,Black,FWD,89107,9.873801242165767
2020,Chevrolet,Trax LS,NEW,0,18439.0,Automatic,White,Black,FWD,89107,9.822223265705164
2020,Chevrolet,Trax LS,NEW,0,18530.0,Automatic,Gray,Black,FWD,99115,9.827146319279406
2020,Chevrolet,Trax LS,NEW,0,19790.0,Automatic,Gray,Black,FWD,89107,9.892932038596612
2020,Chevrolet,Spark LS,NEW,0,9944.0,Automatic,Red,Black,FWD,99115,9.204724633190548
2020,Chevrolet,Spark 1LT,NEW,0,13917.0,CVT,Silver,Other,FWD,99115,9.540866393419853
2020,Chevrolet,Trax LS,NEW,0,17091.0,Automatic,Gray,Black,FWD,92521,9.746307288148506
2020,Chevrolet,Trax LS,NEW,0,16435.0,Automatic,Gray,Black,FWD,99115,9.70716848609832
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,White,Black,FWD,89107,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,19400.0,Automatic,Black,Black,AWD,99115,9.87302834505142
2020,Chevrolet,Sonic LT,NEW,0,17181.0,Automatic,White,Black,FWD,99115,9.751559401061966
2020,Chevrolet,Spark LS,NEW,0,10995.0,CVT,Black,Black,FWD,99115,9.305195902988862
2020,Chevrolet,Trax LS,NEW,0,16939.0,Automatic,White,Black,FWD,99115,9.737373934586381
2020,Chevrolet,Spark LS,NEW,0,10381.0,CVT,Beige,Black,FWD,99115,9.247732491193245
2020,Chevrolet,Trax LS,NEW,0,16609.0,Automatic,Gray,Black,FWD,89107,9.717699996098998
2020,Chevrolet,Trax LS,NEW,0,16381.0,Automatic,White,Gray,FWD,92521,9.703877405604631
2020,Chevrolet,Trax LS,NEW,0,13657.0,Automatic,Black,Black,FWD,99115,9.522007489678424
2020,Chevrolet,Trax LS,NEW,0,18115.0,Automatic,Silver,Black,FWD,89107,9.804495603329178
2020,Chevrolet,Trax LS,NEW,0,16584.0,Automatic,White,Black,FWD,99115,9.716193654115616
2020,Chevrolet,Spark LS,NEW,0,12968.0,Automatic,Red,Black,FWD,92521,9.470240063415512
2020,Chevrolet,Trax LS,NEW,0,17555.0,Automatic,Black,Other,FWD,89107,9.773094088602532
2020,Chevrolet,Spark LS,NEW,0,13971.0,Automatic,White,Black,FWD,92521,9.544739031650487
2020,Chevrolet,Trax LS,NEW,0,17811.0,Automatic,White,Black,FWD,99115,9.787571522938785
2020,Chevrolet,Spark 1LT,NEW,0,16095.0,CVT,Black,Black,FWD,99115,9.686263943732909
2020,Chevrolet,Trax LT,NEW,0,20465.0,Automatic,Black,Black,FWD,99115,9.926471388926503
2020,Chevrolet,Spark LS,NEW,0,10853.0,Automatic,Silver,Black,FWD,89107,9.292196818446016
2020,Chevrolet,Trax LS,NEW,0,19314.0,Automatic,Black,Black,FWD,99115,9.868585500526864
2020,Chevrolet,Spark ACTIV,NEW,0,17605.0,CVT,Black,Black,FWD,92521,9.775938231589153
2020,Chevrolet,Trax LS,NEW,0,19314.0,Automatic,White,Black,FWD,99115,9.868585500526864
2020,Chevrolet,Trax LS,NEW,0,17062.0,Automatic,Gray,Black,FWD,92521,9.74460904746864
2020,Chevrolet,Trax LS,NEW,0,17131.0,Automatic,White,Black,FWD,92521,9.748644966730458
2020,Chevrolet,Trax LS,NEW,0,19314.0,Automatic,Silver,Black,FWD,99115,9.868585500526864
2020,Chevrolet,Trax LS,NEW,0,17131.0,Automatic,White,Black,FWD,92521,9.748644966730458
2020,Chevrolet,Spark LS,NEW,0,12215.0,CVT,Red,Black,FWD,89107,9.41041998369184
2020,Chevrolet,Spark ACTIV,NEW,0,16695.0,CVT,Black,Black,FWD,89107,9.722864552377755
2020,Chevrolet,Trax LS,NEW,0,19961.0,Automatic,Silver,Other,FWD,89107,9.901535648810883
2020,Chevrolet,Trax LS,NEW,0,17131.0,Automatic,Black,Black,FWD,92521,9.748644966730458
2020,Chevrolet,Trax LS,NEW,0,16381.0,Automatic,Silver,Black,FWD,92521,9.703877405604631
2020,Chevrolet,Trax LS,NEW,0,18760.0,Automatic,Black,Gray,FWD,89107,9.839482222560216
2020,Chevrolet,Trax LS,NEW,0,17502.0,Automatic,White,Black,FWD,99115,9.770070439095777
2020,Chevrolet,Trax LS,NEW,0,17502.0,Automatic,White,Black,FWD,99115,9.770070439095777
2020,Chevrolet,Trax LS,NEW,0,17465.0,Automatic,Gray,Black,FWD,99115,9.767954157240933
2020,Chevrolet,Trax LS,NEW,0,19314.0,Automatic,Silver,Black,FWD,99115,9.868585500526864
2020,Chevrolet,Trax LS,NEW,0,17843.0,Automatic,Silver,Black,FWD,99115,9.789366553431428
2020,Chevrolet,Spark ACTIV,NEW,0,16570.0,CVT,Red,Black,FWD,89107,9.71534911042061
2020,Chevrolet,Trax LS,NEW,0,17511.0,Automatic,Gray,Black,FWD,89107,9.7705845338719
2020,Chevrolet,Trax LT,NEW,0,23280.0,Automatic,Black,Black,AWD,99115,10.055349901845375
2020,Chevrolet,Spark LS,NEW,0,11247.0,CVT,Red,Black,FWD,99115,9.327856705404022
2020,Chevrolet,Spark 1LT,NEW,0,15365.0,CVT,Black,Black,FWD,89107,9.639847474564585
2020,Chevrolet,Trax LS,NEW,0,18757.0,Automatic,Gray,Black,FWD,92521,9.839322295060342
2020,Chevrolet,Trax LS,NEW,0,22295.0,Automatic,Silver,Black,FWD,92521,10.012117717061576
2020,Chevrolet,Trax LS,NEW,0,22295.0,Automatic,White,Black,FWD,92521,10.012117717061576
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Beige,Black,FWD,99115,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,18371.0,Automatic,Black,Black,FWD,92521,9.818528613308937
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,White,Black,FWD,99115,9.628721705350893
2020,Chevrolet,Spark 1LT,NEW,0,15263.0,CVT,Black,Black,FWD,99115,9.633186877915122
2020,Chevrolet,Trax LS,NEW,0,18414.0,Automatic,Gray,Black,FWD,92521,9.82086652384779
2020,Chevrolet,Spark 1LT,NEW,0,15263.0,CVT,Silver,Black,FWD,99115,9.633186877915122
2020,Chevrolet,Trax LS,NEW,0,22616.0,Automatic,White,Black,FWD,89107,10.026412899373426
2020,Chevrolet,Spark 1LT,NEW,0,13129.0,CVT,Red,Black,FWD,99115,9.48257880293411
2020,Chevrolet,Spark LS,NEW,0,10995.0,CVT,Gray,Black,FWD,99115,9.305195902988862
2020,Chevrolet,Trax LS,NEW,0,16640.0,Automatic,Silver,Black,FWD,99115,9.719564714375199
2020,Chevrolet,Trax LS,NEW,0,19315.0,Automatic,White,Black,FWD,99115,9.868637275100381
2020,Chevrolet,Trax LS,NEW,0,19315.0,Automatic,White,Black,FWD,99115,9.868637275100381
2020,Chevrolet,Trax LS,NEW,0,16637.0,Automatic,Gray,Black,FWD,99115,9.719384409659742
2020,Chevrolet,Trax LS,NEW,0,18238.0,Automatic,Gray,Black,FWD,99115,9.81126260849361
2020,Chevrolet,Trax LS,NEW,0,17223.0,Automatic,Black,Black,FWD,99115,9.754000978835746
2020,Chevrolet,Trax LS,NEW,0,17507.0,Automatic,Silver,Black,FWD,89107,9.770356079932933
2020,Chevrolet,Trax LS,NEW,0,18334.0,Automatic,Gray,Other,FWD,99115,9.816512538521721
2020,Chevrolet,Spark 1LT,NEW,0,15365.0,CVT,Red,Black,FWD,89107,9.639847474564585
2020,Chevrolet,Trax LS,NEW,0,15467.0,Automatic,White,Black,FWD,89107,9.64646400103814
2020,Chevrolet,Spark LS,NEW,0,11995.0,CVT,Black,Black,FWD,89107,9.392245175273795
2020,Chevrolet,Malibu 1LS,NEW,0,22565.0,CVT,White,Black,FWD,99115,10.024155312261101
2020,Chevrolet,Trax LS,NEW,0,15570.0,Automatic,Gray,Black,FWD,99115,9.653101264828043
2020,Chevrolet,Trax LS,NEW,0,17397.0,Automatic,Silver,Black,FWD,89107,9.764053056544551
2020,Chevrolet,Spark LS,NEW,0,13709.0,CVT,Red,Black,FWD,89107,9.5258078304359
2020,Chevrolet,Spark LS,NEW,0,14445.0,CVT,Black,Other,FWD,99115,9.578103612900335
2020,Chevrolet,Trax LS,NEW,0,19438.0,Automatic,White,Other,AWD,99115,9.874985192063416
2020,Chevrolet,Spark 1LT,NEW,0,14727.0,CVT,White,Black,FWD,99115,9.597437822726162
2020,Chevrolet,Spark 1LT,NEW,0,13247.0,CVT,Black,Black,FWD,99115,9.491526390684262
2007,Chevrolet,HHR LT,USED,79075,4995.0,Automatic,White,Beige,FWD,99115,8.516192691082654
2020,Chevrolet,Trax LS,NEW,0,19830.0,Automatic,Black,Black,FWD,89107,9.89495122151384
2020,Chevrolet,Trax LS,NEW,0,13657.0,Automatic,Gray,Black,FWD,99115,9.522007489678424
2020,Chevrolet,Trax LS,NEW,0,13657.0,Automatic,Gray,Black,FWD,99115,9.522007489678424
2020,Chevrolet,Trax LS,NEW,0,20010.0,Automatic,Black,Black,FWD,89107,9.903987427577778
2020,Chevrolet,Trax LS,NEW,0,17996.0,Automatic,Gray,Black,FWD,92521,9.797904789961063
2005,Chevrolet,Monte Carlo SS Supercharged,USED,90294,5778.0,Automatic,White,Beige,FWD,99115,8.661812881026181
2020,Chevrolet,Spark 1LT,NEW,0,16345.0,CVT,Beige,Other,FWD,89107,9.70167731915831
2020,Chevrolet,Trax LS,NEW,0,19189.0,Automatic,Gray,Black,FWD,89107,9.862092477169742
2020,Chevrolet,Trax LT,NEW,0,24645.0,Automatic,Silver,Black,FWD,99115,10.112329319139478
2020,Chevrolet,Spark LS,NEW,0,11558.0,Manual,Gray,Black,FWD,99115,9.355133116877724
2020,Chevrolet,Spark LS,NEW,0,12130.0,CVT,Black,Black,FWD,89107,9.403437001938096
2017,Chevrolet,Equinox LT BLUETOOTH&BACKUP CAMERA,USED,32808,13599.0,Automatic,Black,Black,FWD,99115,9.517751539608959
2020,Chevrolet,Spark LS,NEW,0,13025.0,Automatic,Red,Black,FWD,99115,9.474625866621567
2020,Chevrolet,Spark LS,NEW,0,13025.0,Automatic,Red,Black,FWD,99115,9.474625866621567
2020,Chevrolet,Trax LS,NEW,0,18847.0,Automatic,Gray,Black,FWD,92521,9.844109029016629
2020,Chevrolet,Spark ACTIV,NEW,0,14970.0,CVT,Blue,Black,FWD,89107,9.613803477413674
2020,Chevrolet,Spark 1LT,NEW,0,16095.0,CVT,Gray,Black,FWD,99115,9.686263943732909
2020,Chevrolet,Trax LS,NEW,0,19699.0,Automatic,Silver,Black,AWD,99115,9.888323152016355
2020,Chevrolet,Trax LS,NEW,0,15467.0,Automatic,White,Black,FWD,89107,9.64646400103814
2020,Chevrolet,Spark LS,NEW,0,13218.0,CVT,Red,Other,FWD,92521,9.489334816030398
2020,Chevrolet,Trax LS,NEW,0,21756.0,Automatic,White,Gray,FWD,89107,9.98764486054285
2020,Chevrolet,Trax LS,NEW,0,18219.0,Automatic,Silver,Black,FWD,89107,9.810220284565686
2020,Chevrolet,Trax LS,NEW,0,18278.0,Automatic,White,Black,FWD,92521,9.813453429832148
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,99115,9.628721705350893
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,99115,9.628721705350893
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,99115,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,18669.0,Automatic,White,Black,FWD,89107,9.834619673237327
1981,Chevrolet,C10/K10 CAB,USED,69139,9900.0,Automatic,Green,Gray,RWD,89107,9.20029003612268
2020,Chevrolet,Trax LS,NEW,0,17757.0,Automatic,White,Gray,FWD,89107,9.784535083358834
2020,Chevrolet,Trax LS,NEW,0,20730.0,Automatic,Gray,Black,FWD,89107,9.939337205429826
2020,Chevrolet,Spark LS,NEW,0,10990.0,Automatic,Red,Black,FWD,99115,9.304741047397666
2020,Chevrolet,Spark LS,NEW,0,10990.0,Automatic,Gray,Black,FWD,99115,9.304741047397666
2020,Chevrolet,Trax LS,NEW,0,17992.0,Automatic,Gray,Black,FWD,89107,9.797682493639151
2020,Chevrolet,Spark LS,NEW,0,10961.0,Manual,Gray,Black,FWD,99115,9.302098797215724
2020,Chevrolet,Spark 1LT,NEW,0,17445.0,CVT,Gray,Black,FWD,99115,9.766808353620874
2020,Chevrolet,Trax LS,NEW,0,17511.0,Automatic,White,Black,FWD,89107,9.7705845338719
2020,Chevrolet,Trax LS,NEW,0,18000.0,Automatic,Black,Black,FWD,99115,9.798127036878302
2020,Chevrolet,Trax LS,NEW,0,18180.0,Automatic,White,Gray,FWD,92521,9.80807736773147
2020,Chevrolet,Trax LS,NEW,0,18671.0,Automatic,White,Black,FWD,89107,9.834726796965336
2020,Chevrolet,Trax LS,NEW,0,18345.0,Automatic,Gray,Black,FWD,99115,9.817112336789382
2020,Chevrolet,Trax LS,NEW,0,17511.0,Automatic,White,Black,FWD,89107,9.7705845338719
2020,Chevrolet,Trax LS,NEW,0,17066.0,Automatic,White,Black,FWD,89107,9.744843459096531
2020,Chevrolet,Trax LS,NEW,0,20045.0,Automatic,White,Black,AWD,89107,9.905735025076607
2020,Chevrolet,Spark 1LT,NEW,0,14727.0,CVT,White,Black,FWD,99115,9.597437822726162
2020,Chevrolet,Trax LS,NEW,0,15467.0,Automatic,Black,Black,FWD,99115,9.64646400103814
2020,Chevrolet,Trax LS,NEW,0,15467.0,Automatic,Gray,Black,FWD,99115,9.64646400103814
2020,Chevrolet,Spark 1LT,NEW,0,14948.0,CVT,Blue,Black,FWD,99115,9.612332790605375
2020,Chevrolet,Trax LS,NEW,0,17515.0,Automatic,White,Black,FWD,92521,9.770812935631588
2020,Chevrolet,Spark LS,NEW,0,12090.0,CVT,Blue,Black,FWD,89107,9.400133943608838
2020,Chevrolet,Spark LS,NEW,0,11695.0,CVT,White,Black,FWD,89107,9.36691667901828
2020,Chevrolet,Spark LS,NEW,0,14590.0,CVT,Orange,Other,FWD,99115,9.588091641516831
2020,Chevrolet,Spark LS,NEW,0,11394.0,CVT,Brown,Black,FWD,99115,9.34084218004034
2020,Chevrolet,Spark 2LT,NEW,0,19285.0,CVT,Blue,Black,FWD,99115,9.867082870642328
2020,Chevrolet,Spark LS,NEW,0,13445.0,CVT,Red,Black,FWD,99115,9.506362568702965
