Year,Brand,Model,Title,Mile,Price,Transmition,EXT_COLOR,INT_COLOR,Derivtrain,zipcode,log_price
2020,Chevrolet,Trax LS,NEW,0,20011.0,Automatic,Black,Black,AWD,11101,9.904037401341563
2020,Chevrolet,Spark ACTIV,NEW,0,16664.0,CVT,Orange,Black,FWD,89107,9.721005982940808
2020,Chevrolet,Spark ACTIV,NEW,0,16664.0,CVT,Blue,Black,FWD,89107,9.721005982940808
2020,Chevrolet,Trax LS,NEW,0,18890.0,Automatic,White,Black,FWD,11101,9.846387960495555
2020,Chevrolet,Trax LS,NEW,0,17415.0,Automatic,Silver,Black,FWD,11101,9.765087182800102
2020,Chevrolet,Trax LS,NEW,0,15878.0,Automatic,White,Black,FWD,11101,9.672689782285058
2020,Chevrolet,Spark ACTIV,NEW,0,16198.0,CVT,White,Black,FWD,89107,9.692643056808935
2020,Chevrolet,Spark ACTIV,NEW,0,16277.0,CVT,Red,Black,FWD,89107,9.697508347391498
2020,Chevrolet,Trax LS,NEW,0,18013.0,Automatic,Gray,Black,FWD,11101,9.798848998423558
2020,Chevrolet,Spark ACTIV,NEW,0,17565.0,CVT,Red,Black,FWD,11101,9.773663564699927
2020,Chevrolet,Trax LS,NEW,0,21290.0,Automatic,Gray,Black,AWD,11101,9.965992757887525
2020,Chevrolet,Trax LS,NEW,0,16821.0,Automatic,Black,Black,FWD,11101,9.730383384791782
2020,Chevrolet,Trax LS,NEW,0,16878.0,Automatic,Silver,Black,FWD,11101,9.733766277717912
2020,Chevrolet,Trax LS,NEW,0,16740.0,Automatic,Gray,Black,FWD,11101,9.725556344043467
2020,Chevrolet,Trax LS,NEW,0,19905.0,Automatic,Black,Other,AWD,11101,9.898726235434417
2020,Chevrolet,Trax LS,NEW,0,19577.0,Automatic,White,Other,AWD,89107,9.882110686776542
2020,Chevrolet,Spark LS,NEW,0,11894.0,CVT,Red,Black,FWD,89107,9.38378935026654
2020,Chevrolet,Trax LS,NEW,0,16585.0,Automatic,Gray,Black,FWD,11101,9.716253951381153
2020,Chevrolet,Trax LS,NEW,0,16403.0,Automatic,Gray,Gray,FWD,11101,9.705219523912486
2020,Chevrolet,Trax LS,NEW,0,19415.0,Automatic,Black,Black,FWD,11101,9.873801242165767
2020,Chevrolet,Trax LS,NEW,0,14806.0,Automatic,Silver,Black,FWD,11101,9.602787783003043
2019,Chevrolet,Spark 1LT,NEW,0,17160.0,CVT,Silver,Black,FWD,89107,9.750336373041954
2020,Chevrolet,Spark LS,NEW,0,11508.0,CVT,Blue,Black,FWD,11101,9.35079772467144
2020,Chevrolet,Trax LS,NEW,0,16878.0,Automatic,Black,Black,FWD,11101,9.733766277717912
2020,Chevrolet,Trax LS,NEW,0,16626.0,Automatic,White,Black,FWD,11101,9.718723014091033
2020,Chevrolet,Trax LS,NEW,0,19020.0,Automatic,White,Black,FWD,11101,9.853246336099382
2015,Chevrolet,Equinox 1LT,USED,31000,7500.0,Automatic,Other,Other,AWD,11101,8.922658299524402
2020,Chevrolet,Trax LS,NEW,0,16970.0,Automatic,Gray,Black,FWD,11101,9.739202358228273
2020,Chevrolet,Trax LS,NEW,0,17990.0,Automatic,White,Black,FWD,11101,9.79757132694458
2020,Chevrolet,Spark LS,NEW,0,13624.0,CVT,Beige,Black,FWD,11101,9.519588222342524
2020,Chevrolet,Trax LS,NEW,0,17542.0,Automatic,White,Black,FWD,11101,9.772353284511327
2020,Chevrolet,Trax LS,NEW,0,19278.0,Automatic,White,Black,FWD,11101,9.866719828343914
2020,Chevrolet,Trax LS,NEW,0,19343.0,Automatic,White,Black,FWD,11101,9.870085875902097
2020,Chevrolet,Spark LS,NEW,0,8195.0,CVT,Silver,Black,FWD,11101,9.01127949117793
2020,Chevrolet,Trax LS,NEW,0,18651.0,Automatic,Black,Black,FWD,11101,9.833655042937448
2020,Chevrolet,Spark LS,NEW,0,14270.0,CVT,Red,Black,FWD,89107,9.565914710470881
2020,Chevrolet,Trax LS,NEW,0,16529.0,Automatic,Black,Gray,FWD,11101,9.712871692917354
2020,Chevrolet,Trax LS,NEW,0,16878.0,Automatic,Silver,Black,FWD,11101,9.733766277717912
2017,Chevrolet,Malibu 1LT,USED,46185,10189.0,Automatic,Gray,Black,FWD,11101,9.229063985974285
2020,Chevrolet,Trax LS,NEW,0,19790.0,Automatic,White,Black,FWD,11101,9.892932038596612
2020,Chevrolet,Trax LS,NEW,0,16878.0,Automatic,Silver,Black,FWD,11101,9.733766277717912
2014,Chevrolet,Malibu 2LT,USED,66947,7495.0,Automatic,Gray,Black,FWD,11101,8.921991410536698
2020,Chevrolet,Spark LS,NEW,0,13621.0,CVT,Red,Black,FWD,89107,9.519367998447342
2020,Chevrolet,Trax LS,NEW,0,16403.0,Automatic,Silver,Gray,FWD,11101,9.705219523912486
2020,Chevrolet,Trax LS,NEW,0,16821.0,Automatic,Gray,Black,FWD,11101,9.730383384791782
2020,Chevrolet,Trax LS,NEW,0,18414.0,Automatic,Gray,Black,FWD,89107,9.82086652384779
2020,Chevrolet,Trax LS,NEW,0,18414.0,Automatic,Silver,Black,FWD,89107,9.82086652384779
2020,Chevrolet,Trax LS,NEW,0,16403.0,Automatic,Gray,Black,FWD,11101,9.705219523912486
2020,Chevrolet,Trax LS,NEW,0,16614.0,Automatic,Black,Black,FWD,11101,9.718000992399016
2020,Chevrolet,Trax LS,NEW,0,17021.0,Automatic,Silver,Black,FWD,89107,9.742203154807973
2020,Chevrolet,Trax LS,NEW,0,18491.0,Automatic,Black,Black,FWD,89107,9.825039406206987
2020,Chevrolet,Spark LS,NEW,0,10990.0,Automatic,Red,Black,FWD,11101,9.304741047397666
2020,Chevrolet,Spark LS,NEW,0,11095.0,CVT,Orange,Black,FWD,11101,9.314249835366695
2020,Chevrolet,Trax LS,NEW,0,16585.0,Automatic,Gray,Black,FWD,11101,9.716253951381153
2020,Chevrolet,Spark LS,NEW,0,11095.0,CVT,Blue,Black,FWD,11101,9.314249835366695
2020,Chevrolet,Trax LS,NEW,0,21522.0,Automatic,White,Other,FWD,11101,9.976830946760337
2020,Chevrolet,Trax LS,NEW,0,16878.0,Automatic,Silver,Black,FWD,11101,9.733766277717912
2020,Chevrolet,Trax LS,NEW,0,19420.0,Automatic,Gray,Black,FWD,11101,9.874058741845316
2020,Chevrolet,Trax LS,NEW,0,16347.0,Automatic,Gray,Black,FWD,11101,9.701799673251209
2020,Chevrolet,Trax LS,NEW,0,16347.0,Automatic,Silver,Gray,FWD,11101,9.701799673251209
2020,Chevrolet,Trax LS,NEW,0,16529.0,Automatic,Gray,Black,FWD,11101,9.712871692917354
2020,Chevrolet,Trax LS,NEW,0,16347.0,Automatic,Silver,Black,FWD,11101,9.701799673251209
2020,Chevrolet,Trax LS,NEW,0,16529.0,Automatic,Gray,Black,FWD,11101,9.712871692917354
2020,Chevrolet,Trax LS,NEW,0,16585.0,Automatic,Gray,Black,FWD,11101,9.716253951381153
2020,Chevrolet,Trax LS,NEW,0,17329.0,Automatic,Black,Black,FWD,89107,9.760136677640245
2020,Chevrolet,Trax LS,NEW,0,19295.0,Automatic,Black,Black,AWD,11101,9.867601273971719
2020,Chevrolet,Spark LS,NEW,0,12058.0,CVT,Orange,Black,FWD,11101,9.397483619049352
2020,Chevrolet,Trax LS,NEW,0,16265.0,Automatic,Gray,Black,FWD,11101,9.696770838907451
2020,Chevrolet,Spark LS,NEW,0,13795.0,CVT,Silver,Other,FWD,11101,9.532061486651386
2020,Chevrolet,Trax LS,NEW,0,17975.0,Automatic,White,Black,FWD,11101,9.796737182589247
2020,Chevrolet,Trax LS,NEW,0,17992.0,Automatic,Gray,Black,FWD,11101,9.797682493639151
2020,Chevrolet,Spark LS,NEW,0,11594.0,CVT,Black,Black,FWD,89107,9.358243001899679
2020,Chevrolet,Spark LT,NEW,0,15500.0,Automatic,Red,Black,FWD,89107,9.648595302907339
2020,Chevrolet,Trax LS,NEW,0,18790.0,Automatic,White,Black,FWD,11101,9.84108009240751
2020,Chevrolet,Spark LS,NEW,0,12051.0,CVT,Silver,Black,FWD,89107,9.396902923027392
2020,Chevrolet,Trax LS,NEW,0,17923.0,Automatic,White,Black,FWD,11101,9.793840083231597
2020,Chevrolet,Spark LS,NEW,0,13894.0,CVT,White,Black,FWD,89107,9.539212371252827
2020,Chevrolet,Trax LS,NEW,0,17053.0,Automatic,Black,Black,FWD,11101,9.744081420312915
2020,Chevrolet,Spark LS,NEW,0,12045.0,CVT,Blue,Black,FWD,11101,9.396404915048972
2020,Chevrolet,Trax LS,NEW,0,17988.0,Automatic,Black,Black,FWD,11101,9.797460147890598
2020,Chevrolet,Trax LS,NEW,0,17634.0,Automatic,Black,Black,FWD,11101,9.777584135646972
2020,Chevrolet,Spark LS,NEW,0,14258.0,CVT,Blue,Black,FWD,89107,9.565073431677574
2020,Chevrolet,Spark LT,NEW,0,15498.0,Automatic,Red,Black,FWD,11101,9.648466262323895
2020,Chevrolet,Trax LS,NEW,0,19061.0,Automatic,Black,Black,FWD,11101,9.855399641729074
2020,Chevrolet,Trax LS,NEW,0,18979.0,Automatic,Black,Black,FWD,11101,9.85108838373692
2020,Chevrolet,Trax LS,NEW,0,18257.0,Automatic,Gray,Gray,FWD,11101,9.81230384711351
2020,Chevrolet,Trax LS,NEW,0,19699.0,Automatic,Black,Gray,AWD,11101,9.888323152016355
2020,Chevrolet,Trax LS,NEW,0,19061.0,Automatic,Silver,Black,FWD,11101,9.855399641729074
2020,Chevrolet,Trax LS,NEW,0,18598.0,Automatic,Silver,Black,FWD,11101,9.830809327038143
2020,Chevrolet,Trax LS,NEW,0,18219.0,Automatic,Silver,Black,FWD,11101,9.810220284565686
2020,Chevrolet,Trax LS,NEW,0,16915.0,Automatic,White,Black,FWD,11101,9.735956081214809
2020,Chevrolet,Spark LS,NEW,0,11883.0,CVT,Orange,Black,FWD,11101,9.382864086290027
2020,Chevrolet,Trax LS,NEW,0,19699.0,Automatic,Black,Black,AWD,11101,9.888323152016355
2020,Chevrolet,Spark 1LT,NEW,0,16902.0,CVT,Gray,Black,FWD,11101,9.735187237104428
2020,Chevrolet,Trax LS,NEW,0,18381.0,Automatic,White,Other,FWD,11101,9.819072801393764
2020,Chevrolet,Spark LS,NEW,0,14999.0,CVT,Blue,Black,FWD,11101,9.61573881119536
2020,Chevrolet,Trax LS,NEW,0,19983.0,Automatic,Gray,Black,AWD,11101,9.90263719108129
2020,Chevrolet,Trax LS,NEW,0,17507.0,Automatic,Silver,Gray,FWD,11101,9.770356079932933
2020,Chevrolet,Trax LS,NEW,0,16939.0,Automatic,Silver,Black,FWD,11101,9.737373934586381
2020,Chevrolet,Trax LS,NEW,0,16507.0,Automatic,Gray,Black,FWD,11101,9.71153981234754
2020,Chevrolet,Spark LS,NEW,0,11622.0,Automatic,Red,Black,FWD,11101,9.360655132635051
2020,Chevrolet,Spark 1LT,NEW,0,17665.0,CVT,Red,Black,FWD,11101,9.779340559793246
2020,Chevrolet,Spark 1LT,NEW,0,17990.0,CVT,Blue,Black,FWD,11101,9.79757132694458
2020,Chevrolet,Spark 1LT,NEW,0,17665.0,CVT,Red,Black,FWD,11101,9.779340559793246
2020,Chevrolet,Spark 1LT,NEW,0,17595.0,CVT,Silver,Black,FWD,11101,9.775370049755686
2017,Chevrolet,Sonic LT,USED,59550,7495.0,Automatic,Silver,Other,FWD,11101,8.921991410536698
2020,Chevrolet,Trax LS,NEW,0,17106.0,Automatic,Silver,Black,FWD,11101,9.747184558140727
2020,Chevrolet,Trax LS,NEW,0,16570.0,Automatic,Silver,Black,FWD,11101,9.71534911042061
2020,Chevrolet,Trax LS,NEW,0,17724.0,Automatic,Silver,Black,FWD,11101,9.782674932319381
2020,Chevrolet,Trax LS,NEW,0,17511.0,Automatic,White,Black,FWD,11101,9.7705845338719
2020,Chevrolet,Trax LS,NEW,0,17106.0,Automatic,Silver,Black,FWD,11101,9.747184558140727
2020,Chevrolet,Trax LS,NEW,0,17106.0,Automatic,Silver,Black,FWD,11101,9.747184558140727
2020,Chevrolet,Trax LS,NEW,0,17049.0,Automatic,Black,Black,FWD,11101,9.74384682996523
2020,Chevrolet,Trax LS,NEW,0,17106.0,Automatic,Gray,Black,FWD,11101,9.747184558140727
2020,Chevrolet,Trax LS,NEW,0,17106.0,Automatic,Silver,Black,FWD,11101,9.747184558140727
2020,Chevrolet,Spark LS,NEW,0,15590.0,Automatic,Blue,Black,FWD,11101,9.654384962051822
2020,Chevrolet,Trax LS,NEW,0,17511.0,Automatic,White,Black,FWD,11101,9.7705845338719
2020,Chevrolet,Trax LS,NEW,0,19790.0,Automatic,Silver,Black,FWD,11101,9.892932038596612
2020,Chevrolet,Trax LS,NEW,0,17066.0,Automatic,White,Black,FWD,11101,9.744843459096531
2020,Chevrolet,Spark 1LT,NEW,0,15503.0,CVT,Silver,Black,FWD,89107,9.648788832566362
2020,Chevrolet,Trax LS,NEW,0,19020.0,Automatic,Silver,Black,FWD,89107,9.853246336099382
2020,Chevrolet,Spark 1LT,NEW,0,16128.0,CVT,Red,Black,FWD,89107,9.688312170871095
2020,Chevrolet,Spark LS,NEW,0,13999.0,CVT,Blue,Black,FWD,89107,9.546741177474825
2020,Chevrolet,Trax LS,NEW,0,18258.0,Automatic,White,Black,FWD,89107,9.812358619125026
2020,Chevrolet,Trax LS,NEW,0,16507.0,Automatic,Silver,Black,FWD,11101,9.71153981234754
2020,Chevrolet,Trax LS,NEW,0,19290.0,Automatic,Gray,Black,AWD,11101,9.867342105899775
2020,Chevrolet,Spark 1LT,NEW,0,16502.0,CVT,Blue,Other,FWD,11101,9.711236864664288
2020,Chevrolet,Trax LS,NEW,0,17465.0,Automatic,Silver,Black,FWD,11101,9.767954157240933
2020,Chevrolet,Spark LT,NEW,0,14418.0,Automatic,Blue,Black,FWD,11101,9.576232704964523
2020,Chevrolet,Trax LS,NEW,0,17465.0,Automatic,Gray,Black,FWD,11101,9.767954157240933
2020,Chevrolet,Spark LS,NEW,0,14051.0,CVT,Silver,Black,FWD,11101,9.55044884660634
2020,Chevrolet,Trax LS,NEW,0,15570.0,Automatic,Gray,Black,FWD,11101,9.653101264828043
2020,Chevrolet,Trax LS,NEW,0,16575.0,Automatic,White,Black,FWD,89107,9.715650815054063
2020,Chevrolet,Trax LS,NEW,0,16213.0,Automatic,Gray,Black,FWD,11101,9.69356866855007
2020,Chevrolet,Spark LS,NEW,0,14980.0,CVT,Orange,Black,FWD,11101,9.61447125707121
2020,Chevrolet,Trax LS,NEW,0,19990.0,Automatic,White,Black,AWD,11101,9.902987427494446
2018,Chevrolet,Malibu Hybrid,USED,33173,15981.0,Automatic,White,Black,FWD,11101,9.679155795585109
2020,Chevrolet,Malibu RS,NEW,0,21014.0,CVT,Silver,Black,FWD,11101,9.95294416124872
2020,Chevrolet,Spark LS,NEW,0,14012.0,CVT,Orange,Black,FWD,89107,9.547669384317377
2020,Chevrolet,Trax LS,NEW,0,19278.0,Automatic,Gray,Black,FWD,11101,9.866719828343914
2016,Chevrolet,Impala Limited LTZ,USED,62015,7400.0,Automatic,Gray,Black,FWD,11101,8.909235279192261
2016,Chevrolet,Impala 2LT,USED,51455,5500.0,Automatic,White,Black,FWD,11101,8.612503371220562
2020,Chevrolet,Trax LS,NEW,0,17888.0,Automatic,White,Black,FWD,11101,9.791885375954825
2020,Chevrolet,Trax LS,NEW,0,18211.0,Automatic,Silver,Black,FWD,11101,9.80978108609582
2020,Chevrolet,Trax LS,NEW,0,18135.0,Automatic,Gray,Black,FWD,11101,9.805599051717003
2020,Chevrolet,Trax LS,NEW,0,17688.0,Automatic,Silver,Black,FWD,11101,9.780641722537283
2020,Chevrolet,Trax LS,NEW,0,18067.0,Automatic,Silver,Black,FWD,11101,9.801842348773928
2020,Chevrolet,Trax LS,NEW,0,18135.0,Automatic,Silver,Black,FWD,11101,9.805599051717003
2020,Chevrolet,Trax LS,NEW,0,17688.0,Automatic,Silver,Black,FWD,11101,9.780641722537283
2020,Chevrolet,Trax LS,NEW,0,17620.0,Automatic,Silver,Black,FWD,11101,9.77678989949017
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,11101,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,17620.0,Automatic,Gray,Black,FWD,11101,9.77678989949017
2019,Chevrolet,Spark 1LT,NEW,0,13977.0,CVT,Other,Other,FWD,11101,9.545168400484906
2020,Chevrolet,Spark LS,NEW,0,14878.0,CVT,Red,Black,FWD,11101,9.607638890751288
2020,Chevrolet,Spark LS,NEW,0,10154.0,Manual,Red,Black,FWD,11101,9.22562299550734
2020,Chevrolet,Spark LS,NEW,0,13144.0,CVT,White,Other,FWD,11101,9.483720659717104
2020,Chevrolet,Spark LS,NEW,0,13258.0,CVT,Blue,Black,FWD,89107,9.492356422801336
2020,Chevrolet,Trax LS,NEW,0,20724.0,Automatic,White,Black,AWD,11101,9.939047727934678
2020,Chevrolet,Trax LS,NEW,0,20724.0,Automatic,Black,Black,AWD,11101,9.939047727934678
2020,Chevrolet,Trax LS,NEW,0,20996.0,Automatic,Black,Black,AWD,11101,9.95208722237219
2020,Chevrolet,Trax LS,NEW,0,18499.0,Automatic,Gray,Black,FWD,11101,9.82547195555139
2020,Chevrolet,Spark LS,NEW,0,8195.0,CVT,Black,Black,FWD,11101,9.01127949117793
2020,Chevrolet,Trax LS,NEW,0,18238.0,Automatic,White,Black,FWD,11101,9.81126260849361
2020,Chevrolet,Trax LS,NEW,0,18466.0,Automatic,White,Other,FWD,11101,9.823686482332572
2020,Chevrolet,Trax LS,NEW,0,18238.0,Automatic,White,Black,FWD,11101,9.81126260849361
2020,Chevrolet,Trax LS,NEW,0,18334.0,Automatic,Silver,Other,FWD,11101,9.816512538521721
2020,Chevrolet,Trax LS,NEW,0,22616.0,Automatic,Silver,Black,FWD,11101,10.026412899373426
2020,Chevrolet,Trax LS,NEW,0,18565.0,Automatic,Black,Black,FWD,11101,9.829033366611181
2020,Chevrolet,Trax LS,NEW,0,18890.0,Automatic,Black,Black,FWD,11101,9.846387960495555
2020,Chevrolet,Trax LS,NEW,0,18414.0,Automatic,Gray,Black,FWD,89107,9.82086652384779
2020,Chevrolet,Spark LS,NEW,0,12277.0,CVT,Orange,Black,FWD,11101,9.41548287218084
2020,Chevrolet,Spark 1LT,NEW,0,15985.0,CVT,Black,Black,FWD,11101,9.679406061493943
2020,Chevrolet,Spark ACTIV,NEW,0,18775.0,Automatic,Blue,Black,FWD,11101,9.840281476632336
2020,Chevrolet,Spark 1LT,NEW,0,15965.0,CVT,Blue,Black,FWD,11101,9.678154105148883
2020,Chevrolet,Trax LS,NEW,0,16575.0,Automatic,Gray,Black,FWD,89107,9.715650815054063
2020,Chevrolet,Spark 2LT,NEW,0,16923.0,CVT,White,Black,FWD,89107,9.736428922408086
2019,Chevrolet,Trax LT,NEW,0,20190.0,Automatic,Red,Black,AWD,89107,9.912942711306883
2020,Chevrolet,Trax LS,NEW,0,18953.0,Automatic,Silver,Other,FWD,11101,9.8497175093263
2020,Chevrolet,Trax LS,NEW,0,18453.0,Automatic,White,Black,FWD,11101,9.822982237876477
2020,Chevrolet,Spark LS,NEW,0,14448.0,CVT,Black,Black,FWD,11101,9.578311275656766
2020,Chevrolet,Spark LS,NEW,0,12979.0,CVT,Gray,Black,FWD,11101,9.471087945687758
2019,Chevrolet,Cruze LT,USED,3000,11995.0,Automatic,Black,Black,FWD,11101,9.392245175273795
2020,Chevrolet,Trax LS,NEW,0,17234.0,Automatic,Black,Black,FWD,11101,9.754639455799712
2020,Chevrolet,Trax LS,NEW,0,17691.0,Automatic,Black,Black,FWD,11101,9.780811314668615
2020,Chevrolet,Spark LS,NEW,0,10995.0,CVT,Blue,Black,FWD,11101,9.305195902988862
2020,Chevrolet,Trax LS,NEW,0,14730.0,Automatic,Black,Black,FWD,11101,9.597641509456675
2020,Chevrolet,Spark LS,NEW,0,14283.0,CVT,White,Black,FWD,11101,9.566825297862628
2020,Chevrolet,Spark LS,NEW,0,12287.0,CVT,Black,Black,FWD,89107,9.416297071867572
2020,Chevrolet,Spark 2LT,NEW,0,16345.0,CVT,White,Other,FWD,11101,9.70167731915831
2020,Chevrolet,Trax LS,NEW,0,11754.0,Automatic,White,Black,FWD,89107,9.371948887172596
2020,Chevrolet,Trax LS,NEW,0,17095.0,Automatic,Black,Black,FWD,11101,9.746541302073402
2020,Chevrolet,Trax LS,NEW,0,19040.0,Automatic,Silver,Black,FWD,89107,9.854297308345357
2020,Chevrolet,Spark LT,NEW,0,13207.0,Automatic,White,Black,FWD,11101,9.488502271043805
2020,Chevrolet,Spark LT,NEW,0,13207.0,Automatic,Black,Black,FWD,11101,9.488502271043805
2020,Chevrolet,Trax LS,NEW,0,18006.0,Automatic,Gray,Black,FWD,11101,9.798460314668421
2020,Chevrolet,Trax LS,NEW,0,13657.0,Automatic,Silver,Black,FWD,89107,9.522007489678424
2020,Chevrolet,Spark LS,NEW,0,13025.0,Automatic,Red,Black,FWD,11101,9.474625866621567
2020,Chevrolet,Trax LS,NEW,0,18155.0,Automatic,Gray,Black,FWD,11101,9.806701283848437
2020,Chevrolet,Trax LS,NEW,0,18579.0,Automatic,Silver,Black,FWD,11101,9.82978718960617
2020,Chevrolet,Spark LS,NEW,0,12765.0,CVT,Red,Black,FWD,89107,9.454462329675584
2020,Chevrolet,Spark LS,NEW,0,12765.0,CVT,Silver,Black,FWD,89107,9.454462329675584
2020,Chevrolet,Trax LS,NEW,0,16795.0,Automatic,Gray,Black,FWD,11101,9.728836502046393
2015,Chevrolet,Malibu 2LT,USED,94988,7888.0,Automatic,Silver,Gray,FWD,89107,8.973097896282471
2020,Chevrolet,Trax LS,NEW,0,16529.0,Automatic,Gray,Black,FWD,11101,9.712871692917354
2020,Chevrolet,Trax LS,NEW,0,19149.0,Automatic,White,Gray,FWD,11101,9.860005773924167
2020,Chevrolet,Trax LS,NEW,0,16878.0,Automatic,Gray,Black,FWD,11101,9.733766277717912
2020,Chevrolet,Trax LS,NEW,0,17106.0,Automatic,Gray,Black,FWD,11101,9.747184558140727
2020,Chevrolet,Trax LS,NEW,0,16878.0,Automatic,Gray,Gray,FWD,11101,9.733766277717912
2020,Chevrolet,Trax LS,NEW,0,17106.0,Automatic,Gray,Black,FWD,11101,9.747184558140727
2020,Chevrolet,Trax LS,NEW,0,16585.0,Automatic,Gray,Black,FWD,11101,9.716253951381153
2020,Chevrolet,Spark LS,NEW,0,13257.0,CVT,Blue,Other,FWD,11101,9.49228099379885
2020,Chevrolet,Trax LS,NEW,0,17106.0,Automatic,Gray,Black,FWD,11101,9.747184558140727
2020,Chevrolet,Spark 1LT,NEW,0,14889.0,CVT,White,Black,FWD,89107,9.608377964255551
2020,Chevrolet,Trax LS,NEW,0,15467.0,Automatic,Black,Black,FWD,11101,9.64646400103814
2020,Chevrolet,Trax LS,NEW,0,19590.0,Automatic,White,Black,FWD,11101,9.882774510938587
2020,Chevrolet,Spark LS,NEW,0,15590.0,CVT,Orange,Black,FWD,89107,9.654384962051822
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,89107,9.628721705350893
2020,Chevrolet,Spark LS,NEW,0,15775.0,Automatic,Orange,Black,FWD,11101,9.666181687409415
2020,Chevrolet,Spark ACTIV,NEW,0,17090.0,CVT,Blue,Black,FWD,11101,9.746248776109637
2020,Chevrolet,Spark LS,NEW,0,13283.0,CVT,Blue,Black,FWD,11101,9.494240301132503
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,89107,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,17790.0,Automatic,Gray,Black,FWD,11101,9.786391780659882
2000,Chevrolet,Express 1500 Cargo,USED,78283,5995.0,Automatic,Blue,Other,RWD,11101,8.698681067461614
2020,Chevrolet,Spark LS,NEW,0,15590.0,Automatic,Blue,Black,FWD,11101,9.654384962051822
2020,Chevrolet,Spark 1LT,NEW,0,16199.0,CVT,Orange,Black,FWD,11101,9.692704790920137
2020,Chevrolet,Spark LS,NEW,0,11694.0,CVT,Black,Black,FWD,11101,9.366831168735615
2020,Chevrolet,Trax LS,NEW,0,17691.0,Automatic,White,Black,FWD,11101,9.780811314668615
2020,Chevrolet,Trax LS,NEW,0,17691.0,Automatic,White,Black,FWD,11101,9.780811314668615
2020,Chevrolet,Spark 2LT,NEW,0,16816.0,CVT,White,Other,FWD,11101,9.730086093116732
2020,Chevrolet,Trax LS,NEW,0,18707.0,Automatic,White,Black,AWD,11101,9.836653064348905
2020,Chevrolet,Trax LS,NEW,0,19061.0,Automatic,Gray,Black,FWD,11101,9.855399641729074
2020,Chevrolet,Trax LS,NEW,0,18552.0,Automatic,Gray,Black,FWD,11101,9.828332878935367
2020,Chevrolet,Spark LS,NEW,0,12585.0,CVT,Red,Other,FWD,11101,9.440260907569415
2020,Chevrolet,Spark LS,NEW,0,11194.0,CVT,Beige,Black,FWD,11101,9.323133199451306
2020,Chevrolet,Trax LS,NEW,0,18872.0,Automatic,Black,Black,FWD,11101,9.845434621087511
2020,Chevrolet,Spark LS,NEW,0,14260.0,CVT,Orange,Black,FWD,11101,9.565213693968287
2020,Chevrolet,Spark LS,NEW,0,14008.0,CVT,Blue,Black,FWD,11101,9.547383873965687
2020,Chevrolet,Trax LS,NEW,0,18550.0,Automatic,Silver,Black,FWD,11101,9.82822506803558
2020,Chevrolet,Trax LS,NEW,0,18495.0,Automatic,White,Other,FWD,11101,9.825255704266555
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,White,Black,FWD,11101,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,17892.0,Automatic,White,Black,FWD,11101,9.792108964552739
2020,Chevrolet,Trax LS,NEW,0,16403.0,Automatic,Gray,Black,FWD,11101,9.705219523912486
2020,Chevrolet,Spark LS,NEW,0,12765.0,CVT,Beige,Black,FWD,89107,9.454462329675584
2000,Chevrolet,S-10 LS Extended Cab,USED,88749,3990.0,Automatic,White,Gray,RWD,11101,8.29154650988391
2020,Chevrolet,Spark LS,NEW,0,9999.0,CVT,Silver,Black,FWD,89107,9.21024036697585
2020,Chevrolet,Trax LS,NEW,0,18545.0,Automatic,White,Black,FWD,11101,9.827955489923692
2020,Chevrolet,Spark LS,NEW,0,13258.0,CVT,Blue,Black,FWD,11101,9.492356422801336
2020,Chevrolet,Trax LS,NEW,0,17053.0,Automatic,White,Black,FWD,11101,9.744081420312915
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Black,Black,FWD,11101,9.628721705350893
2020,Chevrolet,Trax LS,NEW,0,18217.0,Automatic,Silver,Black,FWD,11101,9.81011050303083
2020,Chevrolet,Trax LS,NEW,0,18217.0,Automatic,Silver,Black,FWD,11101,9.81011050303083
2020,Chevrolet,Sonic LT,NEW,0,16089.0,Automatic,Black,Black,FWD,11101,9.685891087651035
2020,Chevrolet,Malibu RS,NEW,0,21014.0,CVT,Red,Black,FWD,11101,9.95294416124872
2020,Chevrolet,Spark LS,NEW,0,15195.0,CVT,Red,Black,FWD,11101,9.628721705350893
2004,Chevrolet,Tracker ZR2,USED,185040,1595.0,Automatic,Blue,Gray,4x4/4-wheel drive,11101,7.374629015218945
2019,Chevrolet,Trax LT,USED,17070,11995.0,Automatic,Black,Black,FWD,11101,9.392245175273795
2020,Chevrolet,Spark LS,NEW,0,12215.0,CVT,Red,Black,FWD,11101,9.41041998369184
2020,Chevrolet,Spark 1LT,NEW,0,14143.0,CVT,Gray,Black,FWD,11101,9.5569750810205
2020,Chevrolet,Spark LS,NEW,0,12588.0,Manual,Black,Black,FWD,89107,9.440499258184298
2020,Chevrolet,Spark 1LT,NEW,0,14900.0,CVT,Red,Black,FWD,11101,9.60911649193355
