Year,Brand,Model,Title,Mile,Price,Transmition,EXT_COLOR,INT_COLOR,Derivtrain,zipcode
2016,Lexus,IS 350 Base,USED,31891,21495,Automatic,Silver,Gray,RWD,92521
2015,Acura,TLX V6 Advance,USED,29317,14969,Automatic,White,Gray,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13694,Manual,Gray,Black,FWD,92521
2020,Chevrolet,Spark 2LT,NEW,0,18777,CVT,Blue,Other,FWD,92521
2015,Honda,Odyssey Touring,USED,59552,18179,Automatic,White,Gray,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12710,CVT,Blue,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18013,Automatic,Gray,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18013,Automatic,Gray,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18013,Automatic,Black,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18013,Automatic,Silver,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18013,Automatic,Silver,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19761,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17234,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17467,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17234,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17467,Automatic,Gray,Black,FWD,92521
2020,Nissan,Versa S,NEW,0,14485,CVT,Gray,Other,FWD,92521
2003,Mercury,Grand Marquis LS Premium,USED,39562,5450,Automatic,Green,Beige,RWD,92521
2020,Nissan,Versa S,NEW,0,15046,CVT,Blue,Gray,FWD,92521
2017,Nissan,Altima 2.5 SR,USED,20950,11950,CVT,Gray,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17990,Automatic,Gray,Black,FWD,92521
2018,Genesis,G80 3.8,USED,1218,22850,Automatic,Silver,Gray,AWD,92521
2013,Ford,Fiesta SE,USED,75449,4400,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,15840,CVT,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10915,CVT,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10915,CVT,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10915,CVT,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19390,Automatic,Silver,Black,AWD,92521
2016,Nissan,Pathfinder Platinum,USED,58549,15495,CVT,Green,Beige,4x4/4-wheel drive,92521
2020,Chevrolet,Trax LS,NEW,0,19123,Automatic,Gray,Gray,FWD,92521
2020,Nissan,Versa S,NEW,0,16485,CVT,Gray,Gray,FWD,92521
2014,Chevrolet,SS Base,USED,0,17900,Automatic,Black,Black,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,14998,Automatic,Silver,Black,FWD,92521
2019,Mercedes-Benz,CLS 450 Base 4MATIC,USED,12575,65987,Automatic,Blue,Other,AWD,92521
2016,Nissan,Titan XD PRO-4X,USED,38937,29569,Automatic,Gray,Black,4x4/4-wheel drive,92521
2020,Chevrolet,Trax LS,NEW,0,16990,Automatic,White,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,20494,Automatic,Silver,Black,AWD,92521
2020,Chevrolet,Trax LS,NEW,0,18028,Automatic,Black,Black,FWD,92521
2008,Chrysler,Aspen Limited,USED,95206,7995,Automatic,Black,Other,4x4/4-wheel drive,92521
2020,Chevrolet,Trax LS,NEW,0,17518,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17518,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18915,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18872,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18915,Automatic,Gray,Black,FWD,92521
2016,Maserati,Ghibli S,USED,42679,26772,Automatic,White,Other,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,11905,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17680,Automatic,White,Black,FWD,92521
2008,Chrysler,Aspen Limited,USED,138000,9850,Automatic,Silver,Gray,4x4/4-wheel drive,92521
2020,Chevrolet,Spark LS,NEW,0,14343,CVT,Orange,Other,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13621,CVT,Red,Black,FWD,92521
2012,BMW,135 i,USED,67669,19900,Manual,Black,Black,Unknown,92521
2020,Chevrolet,Spark 1LT,NEW,0,15672,CVT,Gray,Black,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,15672,CVT,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18219,Automatic,Silver,Black,FWD,92521
2009,Ford,Crown Victoria Police Interceptor,USED,125694,6500,Automatic,Black,Gray,RWD,92521
2020,Ford,EcoSport Titanium,NEW,0,20887,Automatic,Blue,Black,4x4/4-wheel drive,92521
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,White,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18474,Automatic,White,Black,FWD,92521
2016,Audi,S8 4.0T Plus,USED,19471,52495,Automatic,Silver,Other,AWD,92521
2020,Chevrolet,Trax LS,NEW,0,18216,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18505,Automatic,Gray,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18505,Automatic,Silver,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18505,Automatic,Gray,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18334,Automatic,Gray,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18072,Automatic,Gray,Other,FWD,92521
2020,Ford,EcoSport Titanium,NEW,0,23674,Automatic,Black,Other,4x4/4-wheel drive,92521
2020,Chevrolet,Trax LS,NEW,0,18474,Automatic,White,Black,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,17038,CVT,White,Black,FWD,92521
2019,Dodge,Journey SE,NEW,0,17318,Automatic,White,Black,FWD,92521
2007,Acura,RL,USED,74157,6995,Automatic,Blue,Beige,AWD,92521
2012,Audi,S5 4.2 Prestige quattro,USED,64275,14495,Automatic,Gray,Beige,AWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,14727,CVT,Black,Black,FWD,92521
2013,Scion,xB 10 Series,USED,57500,7200,Automatic,White,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17465,Automatic,White,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17465,Automatic,White,Black,FWD,92521
2010,Hyundai,Genesis Coupe 3.8 Grand Touring,USED,106000,3995,Automatic,Black,Black,RWD,92521
2005,Ford,Excursion Limited,USED,0,10990,Automatic,Beige,Beige,4x4/4-wheel drive,92521
2020,Chevrolet,Spark LS,NEW,0,14660,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17091,Automatic,Silver,Black,FWD,92521
2006,Lexus,GX 470,USED,0,11500,Automatic,White,Other,4x4/4-wheel drive,92521
2020,Chevrolet,Spark LS,NEW,0,12195,CVT,Silver,Black,FWD,92521
2010,Nissan,Altima 2.5,USED,146877,3991,CVT,Gray,White,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11519,CVT,White,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13394,Automatic,Black,Black,FWD,92521
2016,Chrysler,200 Limited,USED,66950,7942,Automatic,Silver,Black,FWD,92521
2018,Audi,TTS 2.0T quattro,USED,9436,39995,Automatic,Gray,Red,AWD,92521
2018,Genesis,G90 3.3T Premium,USED,5177,36995,Automatic,Gray,Black,RWD,92521
2019,Hyundai,Santa Fe XL SE,USED,7537,28560,Automatic,Silver,Gray,AWD,92521
2020,Chevrolet,Spark LS,NEW,0,14625,CVT,Gray,Other,FWD,92521
2011,Nissan,Leaf SL,USED,48656,5980,Automatic,Black,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19415,Automatic,White,Black,FWD,92521
2017,Chevrolet,Malibu Hybrid,USED,44678,13899,Automatic,Blue,Black,FWD,92521
2000,BMW,Z3 2.3 Roadster,USED,58000,6500,Manual,Gray,Black,RWD,92521
2016,Dodge,Durango SXT,USED,20655,15900,Automatic,Gray,Black,RWD,92521
2015,Tesla,Model S P85D,USED,29151,47992,Automatic,White,Beige,AWD,92521
2016,Ford,Expedition EL King Ranch,USED,18769,31899,Automatic,White,Black,4x4/4-wheel drive,92521
2020,Chevrolet,Spark LS,NEW,0,11995,CVT,Beige,Black,FWD,92521
2019,Audi,e-tron Premium Plus,AUDI CERTIFIED,0,55856,Automatic,Blue,Beige,AWD,92521
2020,Chevrolet,Trax LS,NEW,0,20994,Automatic,Gray,Black,AWD,92521
2017,Honda,Pilot Touring,USED,12893,27189,Automatic,White,Beige,AWD,92521
2016,BMW,X5 M Base,BMW CERTIFIED,43871,51968,Automatic,Black,Black,AWD,92521
2016,Hyundai,Equus Signature,USED,31631,24881,Automatic,Black,Black,RWD,92521
2020,Chevrolet,Trax LS,NEW,0,18013,Automatic,Silver,Other,FWD,92521
2019,Cadillac,XT4 FWD Premium Luxury,NEW,0,38905,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,White,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16939,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12935,Manual,Other,Other,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,16490,CVT,Blue,Black,FWD,92521
2019,Chevrolet,Spark 1LT,NEW,0,13800,CVT,Blue,Black,FWD,92521
2018,Nissan,370Z,USED,15121,18995,Automatic,Black,Black,RWD,92521
2020,Chevrolet,Trax LS,NEW,0,18115,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Gray,Black,FWD,92521
2012,FIAT,500 Pop,USED,100823,4700,Automatic,Yellow,Black,FWD,92521
2014,INFINITI,Q50 Premium,USED,59202,13500,Automatic,Black,White,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,12758,Automatic,Blue,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16213,Automatic,White,Black,FWD,92521
2017,Ford,Expedition Limited,USED,76528,13900,Automatic,Red,Black,4x4/4-wheel drive,92521
2020,Chevrolet,Spark LS,NEW,0,13708,Automatic,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13708,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13708,Automatic,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13708,Automatic,Silver,Black,FWD,92521
2013,Buick,Encore Convenience,USED,0,9372,Automatic,Black,Gray,FWD,92521
2016,Nissan,Maxima 3.5 SL,USED,38584,15744,CVT,White,Gray,FWD,92521
2019,Cadillac,XT4 Luxury,USED,6505,30097,Automatic,Blue,Gray,AWD,92521
2013,Chevrolet,Spark 1LT,USED,81354,4995,Manual,Purple,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19123,Automatic,Gray,Gray,FWD,92521
2020,Nissan,Versa S,NEW,0,15962,CVT,Black,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18798,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,15898,CVT,Blue,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11894,CVT,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13394,Automatic,Gray,Black,FWD,92521
2019,Acura,MDX Sport Hybrid 3.0L w/Advance Package,USED,0,40945,Automatic,Black,Black,AWD,92521
2020,Chevrolet,Trax LS,NEW,0,17918,Automatic,White,Black,FWD,92521
2007,Mercedes-Benz,R 350 4MATIC,USED,134229,5995,Automatic,Blue,Gray,AWD,92521
2020,Chevrolet,Trax LS,NEW,0,18414,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17682,Automatic,Gray,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17682,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17507,Automatic,White,Black,FWD,92521
2020,Chevrolet,Spark 2LT,NEW,0,17040,CVT,Red,Other,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14739,CVT,White,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12051,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,15322,Automatic,Blue,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,20199,Automatic,White,Black,AWD,92521
2020,Chevrolet,Spark LT,NEW,0,14490,Automatic,Blue,Black,FWD,92521
2020,Hyundai,Accent SE,NEW,0,13098,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18279,Automatic,Black,Black,FWD,92521
2017,Buick,Encore Preferred II,USED,30487,13499,Automatic,White,Beige,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,15338,Automatic,Silver,Black,FWD,92521
2009,Chevrolet,Tahoe Hybrid Base,USED,0,10899,CVT,Silver,Other,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18334,Automatic,Gray,Other,FWD,92521
2008,Nissan,Xterra S,USED,168930,4997,Automatic,Black,Blue,4x4/4-wheel drive,92521
2007,Chrysler,Aspen Limited,USED,77842,6995,Automatic,Black,Other,4x4/4-wheel drive,92521
2020,Chevrolet,Trax Premier,NEW,0,27011,Automatic,Black,Black,AWD,92521
1990,Buick,Reatta Base,USED,63362,2477,Automatic,Black,Gray,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14258,CVT,Blue,Black,FWD,92521
2020,Buick,Envision Essence,NEW,0,32658,Automatic,White,Beige,AWD,92521
2020,Chevrolet,Trax LS,NEW,0,18704,Automatic,Gray,Black,FWD,92521
2020,Nissan,Versa S,NEW,0,16210,CVT,White,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,15467,Automatic,White,Black,FWD,92521
2010,Mazda,MazdaSpeed3 Sport,USED,162149,5999,Manual,Silver,Black,FWD,92521
2004,Cadillac,DeVille DTS,USED,116185,1800,Automatic,Silver,Gray,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Red,Other,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Black,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18819,Automatic,White,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18461,Automatic,Black,Black,FWD,92521
2019,Hyundai,Santa Fe SEL 2.4,USED,18537,24311,Automatic,Red,Beige,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13988,CVT,Beige,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14660,CVT,Blue,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19020,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Spark ACTIV,NEW,0,14195,CVT,Black,Black,FWD,92521
2020,Chevrolet,Spark ACTIV,NEW,0,16999,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,13688,CVT,Gray,Black,FWD,92521
2015,Honda,Accord Hybrid Touring,USED,60499,11795,CVT,Black,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11004,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,12195,CVT,White,Black,FWD,92521
2014,Buick,LaCrosse Leather,USED,63444,10797,Automatic,White,Brown,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,11883,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18261,Automatic,Silver,Black,FWD,92521
2008,Volkswagen,Eos Lux,USED,108018,4789,Automatic,Black,Beige,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18490,Automatic,Black,Other,FWD,92521
2016,Mercedes-Benz,Metris Base,USED,40177,16995,Automatic,Black,Black,RWD,92521
1997,Lincoln,Mark VIII,USED,25476,10988,Automatic,Silver,Other,RWD,92521
2019,Cadillac,XT4 Premium Luxury,NEW,0,44940,Automatic,White,Black,AWD,92521
2018,Ford,Transit-350 Base,NEW,0,33500,Automatic,White,Gray,RWD,92521
2019,Lamborghini,Urus AWD,USED,8085,229900,Automatic,White,Black,AWD,92521
2019,Buick,Envision Essence,NEW,0,28907,Automatic,White,Black,FWD,92521
2019,Nissan,Pathfinder S,NEW,0,22495,CVT,Black,Gray,FWD,92521
2017,Kia,Sedona LX,USED,9891,15799,Automatic,Silver,Gray,FWD,92521
2016,Hyundai,Veloster Base,USED,19593,9900,Automatic,White,Black,FWD,92521
2019,Hyundai,Kona EV Limited,USED,4858,38000,Automatic,White,Black,FWD,92521
2020,Chevrolet,Spark 2LT,NEW,0,17846,CVT,Black,Black,FWD,92521
2019,Cadillac,XT4 Sport,USED,0,29389,Automatic,Black,Black,FWD,92521
2019,Dodge,Journey SE Value Package,NEW,0,13995,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,18970,CVT,Black,Black,FWD,92521
2015,Lexus,CT 200h Hybrid,USED,46064,13950,CVT,Gray,Other,FWD,92521
2020,Kia,Forte GT-Line,NEW,0,20791,CVT,White,Black,FWD,92521
2015,Kia,Optima EX,USED,43769,10979,Automatic,Gray,Gray,FWD,92521
2019,Chevrolet,Spark 1LT,NEW,0,17095,CVT,Gray,Other,FWD,92521
2018,Dodge,Durango R/T,USED,37629,31949,Automatic,Black,Black,AWD,92521
2001,Honda,Prelude Type SH,USED,140630,7995,Manual,White,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,Automatic,Red,Black,FWD,92521
2012,Ferrari,California Base,FERRARI CERTIFIED,0,104900,Automatic,Blue,Beige,RWD,92521
2020,Chevrolet,Trax LS,NEW,0,18013,Automatic,Silver,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17552,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17552,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19761,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Red,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16939,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16939,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16939,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16939,Automatic,Gray,Black,FWD,92521
2013,Scion,FR-S WIDEBODY SUPERCHARGED WITH MANY UPGRADES,USED,50330,17991,Automatic,Red,Black,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19371,Automatic,Gray,Other,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14590,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14590,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Red,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Red,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16878,Automatic,Gray,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16878,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18651,Automatic,Gray,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18651,Automatic,Gray,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18651,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18180,Automatic,Silver,Black,FWD,92521
2001,Lincoln,Town Car Signature,USED,0,7990,Automatic,Silver,Beige,RWD,92521
2013,Nissan,Sentra SV,USED,61521,6495,CVT,Blue,Other,FWD,92521
2020,Nissan,Versa S,NEW,0,15977,CVT,White,Gray,FWD,92521
2019,Ford,EcoSport Titanium,NEW,0,24455,Automatic,Red,Black,4x4/4-wheel drive,92521
2019,GMC,Acadia Denali,USED,7515,26999,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14751,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,18753,Automatic,Black,Black,FWD,92521
2020,Mercedes-Benz,GLE 450 AWD 4MATIC,USED,0,67000,Automatic,Blue,Black,AWD,92521
2009,Volvo,C30 T5,USED,71759,7777,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17329,Automatic,Black,Black,FWD,92521
2019,Mercedes-Benz,A 220,USED,4360,29855,Automatic,Gray,Other,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17988,Automatic,Black,Black,FWD,92521
2014,Cadillac,ELR Base,USED,77358,14900,Automatic,Gray,Black,FWD,92521
2020,Hyundai,Accent SEL,NEW,0,15690,CVT,Blue,Black,FWD,92521
2017,Toyota,Highlander XLE,USED,28254,28399,Automatic,Black,Black,AWD,92521
2020,Chevrolet,Spark LS,NEW,0,13800,CVT,Orange,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16995,Automatic,White,Black,FWD,92521
2019,Cadillac,XT4 Premium Luxury,NEW,0,35105,Automatic,Blue,Black,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,15674,CVT,Blue,Black,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,15674,CVT,Blue,Black,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,13107,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17349,Automatic,White,Black,FWD,92521
2019,Lamborghini,Urus Base,USED,0,219500,Automatic,Other,Black,AWD,92521
2020,Chevrolet,Malibu RS,NEW,0,18240,CVT,Red,Black,FWD,92521
2020,Ford,EcoSport Titanium,NEW,0,20887,Automatic,White,Black,4x4/4-wheel drive,92521
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,Gray,Black,FWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,15329,CVT,Silver,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,19347,Automatic,White,Black,FWD,92521
2005,Cadillac,STS V8,USED,95065,5995,Automatic,White,Beige,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,12463,CVT,Gray,Black,FWD,92521
2015,Chrysler,Town & Country Touring,USED,86714,7795,Automatic,White,Black,FWD,92521
2016,Ford,Taurus SHO,USED,15166,25768,Automatic,White,Black,AWD,92521
2020,Chevrolet,Spark LS,NEW,0,13095,Manual,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Red,Black,FWD,92521
2016,Chevrolet,Malibu 2LT,USED,59730,9995,Automatic,Silver,Black,FWD,92521
2011,Lincoln,Town Car Signature Limited,USED,66837,9966,Automatic,White,Beige,RWD,92521
2020,Chevrolet,Trax LS,NEW,0,17688,Automatic,White,Black,FWD,92521
2018,Lexus,LC 500 Base,USED,13142,67399,Automatic,Black,Beige,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Silver,Black,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Silver,Black,FWD,92521
2014,Nissan,Maxima SV,USED,59598,5500,Automatic,Other,Other,FWD,92521
2003,Lexus,SC 430,USED,148232,7265,Automatic,Black,Orange,RWD,92521
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Black,Black,FWD,92521
2017,Nissan,Pathfinder SL,USED,16235,16979,CVT,Gray,Black,4x4/4-wheel drive,92521
2015,Chevrolet,Impala 2LT,USED,55282,11979,Automatic,White,Black,FWD,92521
2017,Mercedes-Benz,AMG GLA 45 Base 4MATIC,USED,21949,31995,Automatic,Blue,Black,AWD,92521
2013,INFINITI,IPL G Base,USED,55850,19795,Automatic,Gray,Red,RWD,92521
2014,Toyota,Prius Plug-in,USED,21584,13495,CVT,Black,Gray,FWD,92521
2008,Jaguar,XJ8,USED,132020,4950,Automatic,Gray,Gray,RWD,92521
2019,Cadillac,XT4 Luxury,NEW,0,35140,Automatic,Red,Black,AWD,92521
2003,Nissan,Murano SL,USED,73513,2295,Automatic,Black,Black,AWD,92521
2020,Chevrolet,Spark 1LT,NEW,0,15797,CVT,Red,Other,FWD,92521
2020,Nissan,Kicks SV,NEW,0,19978,CVT,Silver,Gray,FWD,92521
2017,Buick,LaCrosse Preferred,USED,16150,16899,Automatic,White,Black,FWD,92521
2019,Rolls-Royce,Cullinan Base,USED,0,359900,Automatic,Black,Gray,AWD,92521
2018,Chevrolet,Malibu LT,USED,39653,13199,Automatic,Black,Black,FWD,92521
2019,Nissan,Kicks SR,NEW,0,17456,CVT,Silver,Gray,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17341,Automatic,Black,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,17341,Automatic,Black,Black,FWD,92521
2019,Toyota,RAV4 Hybrid XSE,TOYOTA CERTIFIED,18163,34999,CVT,Silver,Black,AWD,92521
2010,Lotus,Evora,USED,34115,39000,Manual,Green,White,RWD,92521
2008,Mazda,Mazda5 Sport,USED,51373,8888,Automatic,Gold,Beige,FWD,92521
2011,Lexus,HS 250h Base,USED,147734,8458,CVT,Blue,Black,FWD,92521
2012,smart,ForTwo Pure,USED,45872,7998,Automatic,White,Black,RWD,92521
2020,Chevrolet,Spark 2LT,NEW,0,17017,CVT,Gray,Black,FWD,92521
2015,Chrysler,300 Limited,USED,54254,10989,Automatic,Black,Black,RWD,92521
2015,Nissan,Armada Platinum,USED,80448,22900,Automatic,Black,Beige,4x4/4-wheel drive,92521
2017,Subaru,Crosstrek 2.0i Premium,USED,25325,13499,CVT,Red,Green,AWD,92521
2008,Volvo,C30 Version 2.0,USED,100000,5750,Automanual,Silver,Black,FWD,92521
2020,MINI,Convertible Cooper S,NEW,0,38900,Automatic,Silver,Brown,FWD,92521
2017,Kia,Forte LX,USED,36307,6950,Automatic,Gray,Other,FWD,92521
2020,Ford,EcoSport S,NEW,0,17910,Automatic,Blue,Gray,FWD,92521
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Gray,Black,FWD,92521
2020,Chevrolet,Trax LS,NEW,0,16939,Automatic,Silver,Black,FWD,92521
2009,Jaguar,XKR,USED,44200,19850,Automatic,Silver,Gray,RWD,92521
